,제목,조회수,날짜,질문,답변
50,부동산 전세계약 사기와 관련된 상담,12,22시간 전,"안녕하세요 최근 저희 빌라가 경매에 넘어가 법원에서 종이가 날라와 임대인에게 전세사기를 당한 사실을 알게되었는데요 해당 집 계약 당시에 집 소개해줬던 부동산과도 계약하는 과정에 문제가 많았다는 사실을 알게 되었습니다 해당 집계약 강시 서류를 살펴보니 소개해준 공인중개사가 싸인을 하지않고 다른 분이 싸인을 하셨고 중개수수료도 다른분한테 입금하였는데 이부분이 위법사항이라고 듣게 되었습니다. 이 부분 명의대여 위법사항으로 고소를 진행하고 싶은데 어떻게 하면될지 궁금합니다관련태그: 사기/공갈, 임대차","
		# 법률사무소 명중 | 윤형진 변호사# [변호사 프로필보기] | [더 많은 변호사 답변 보기]# 질문글 원문 링크 < 클릭형사전문 윤형진 변호사입니다.전세사기가 성립되는 사안이라면 바로 형사고소를 진행하셔야 합니다. 민사소송보다 고소를 진행하는 것이 더 효과적일 수 있습니다.1. 전세사기가 성립하기 위해서는 전세계약 체결 당시 전세금 반환 의사 또는 반환 능력이 없었어야 합니다.2. 일반적으로 임대인(집주인)의 재산상태를 살펴보고 전세계약 당시 채무 초과상태 등 사정이 발견되면 전세금 편취의 의사가 있을 것으로 보아 고소를 진행하기도 하고 수사 과정에서 추가 피해 사실, 열악한 재산상태 등이 발견되어 사기죄가 입증되기도 합니다.3. 저는 다수의 전세사기 고소 사건을 진행하였는데 다음과 같은 경우 사기죄로 고소를 하고 있습니다. 즉, 동일한 집주인 1명으로부터 전세금을 돌려받지 못하는 피해자가 다수 있는 경우, 전세 계약 당시 임대인의 자력 자체가 매우 미약한 경우, 시세에 비해 높은 전세금으로 과하게 전세계약을 체결하는 경우 등 전세사기로 의심하여 고소를 진행하고 있습니다.고소 사건을 위주로 처리하고 있으며, 다수의 사기 고소 사건을 처리하여 신속한 사건 진행이 가능합니다.자세한 상담을 원하시면 연락주시기 바랍니다.# 지식iN 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다.# 로톡은 법무법인이나 법률사무소가 아니며, 법률사무를 제공하지 않습니다. 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접, 독립적으로 수행합니다.-변호사와 의뢰인을 더 가까이, 로톡
	"
51,전세사기 처벌 피하고 싶은데 도움 부탁드려요,1094,2024.04.18,제가 전세사기로 고소가 되었는데요. 사기를 치려고 그런게 아니라 집이 안팔려서 전세금을 줄 수 없는 상황이거든요.이런 경우에는 제가 어쩔 수 없는 경우인데 경찰 조사에서 얘기하면 처벌 피할 수 있나요?천안 전세사기 처벌 관련해서 잘 알고계신분 있으신가요?,안녕하세요. 로톡-네이버 지식iN 상담변호사 양지현 입니다.
52,전세사기 처벌 피하고 싶은데 도움 부탁드려요,1094,2024.04.18,제가 전세사기로 고소가 되었는데요. 사기를 치려고 그런게 아니라 집이 안팔려서 전세금을 줄 수 없는 상황이거든요.이런 경우에는 제가 어쩔 수 없는 경우인데 경찰 조사에서 얘기하면 처벌 피할 수 있나요?천안 전세사기 처벌 관련해서 잘 알고계신분 있으신가요?,안녕하세요. 로시컴-네이버 지식iN 상담변호사 박동일 입니다.
53,전세사기 처벌 피하고 싶은데 도움 부탁드려요,1094,2024.04.18,제가 전세사기로 고소가 되었는데요. 사기를 치려고 그런게 아니라 집이 안팔려서 전세금을 줄 수 없는 상황이거든요.이런 경우에는 제가 어쩔 수 없는 경우인데 경찰 조사에서 얘기하면 처벌 피할 수 있나요?천안 전세사기 처벌 관련해서 잘 알고계신분 있으신가요?,안녕하세요. 로시컴-네이버 지식iN 상담변호사 최현덕 입니다.
54,전세사기 처벌 피하고 싶은데 도움 부탁드려요,1094,2024.04.18,제가 전세사기로 고소가 되었는데요. 사기를 치려고 그런게 아니라 집이 안팔려서 전세금을 줄 수 없는 상황이거든요.이런 경우에는 제가 어쩔 수 없는 경우인데 경찰 조사에서 얘기하면 처벌 피할 수 있나요?천안 전세사기 처벌 관련해서 잘 알고계신분 있으신가요?,"안녕하세요. 법무법인 법승 천안지사 김미강 형사전문 변호사입니다.현재 전세사기 관련 형사사건으로 고소되어 경찰조사를 받아야 하는 상황으로 보여집니다.우선 질문자님의 경우에는 전세사기 관련 사안이 사기죄 성립 요건에 충족이 되는지 여부가 사건 해결 방안에 주요한 쟁점이 될 것으로 보입니다.전세사기 관련 사건에서 처벌을 피하기 위한 무혐의 처분 가능성을 높이기 위해서는 전세사기 관련 형사사건의 절차 진행 과정의 전 혹은 초기부터 사건에 대한 사실 관계 확인, 법리적인 부분 확인, 증거 및 증거 법칙적인 부분 확인 등의 과정이 필요할 수 있습니다.또한 경찰조사 전 최대한 빠른 시일내에 변호사의 도움을 받아 전세사기 관련 형사사건의 고소 내용 등에 대한 정보공개 청구 및 해당 고소 내용 확인이 필요할 수 있습니다. 전세사기 관련하여 형사사건 절차 진행 및 대응에 실력있는 변호사와 대응 방안을 마련하는 것을 권해드립니다.법무법인 법승은 전국 주요 도시에 지사를 두고 있는 로펌으로, 각 지사에는 성범죄나 경제 범죄, 교통범죄뿐만 아니라 민사 사건에도 풍부한 노하우를 갖춘 변호인들이 상주해 있어서 맞춤 조력을 받아보실 수 있습니다.법무법인 법승은 많은 성공사례와 경험이 풍부한 변호인이 있으며 서울 본사뿐만 아니라 서초, 인천, 남양주, 수원, 천안, 대전, 광주, 부산, 제주에 위치하고 있어 편하게 방문해 보실 수 있습니다. 더 자세한 사례가 궁금하시다면 법무법인 법승에 문의해 보시기 바랍니다.법무법인 법승 천안지사 주소 : 충남 천안시 동남구 청수14로 102, 615호(청당동, 에이스법조타워)"
55,천안 변호사 상담이 필요해요. 전세사기 고소 당했습니다,623,2024.07.30,"안녕하세요. 저는 최근 천안에서 전세사기로 고소 당했습니다. 사정이 있어서 전세금을 줄 수 가 없어서 못줬던 건데 제가 전세사기를 목적으로 안준다는 방향으로 고소를 당했어요... 경찰조사 받을 때 잘 얘기하면 처벌 안받을 수 있나요? 전세사기 관련해서 변호사 상담을 받고 싶습니다. 법률적 조언이나 도움이 절실합니다. 좋은 변호사님 추천해주시거나, 어떤 절차를 밟아야 할지 조언 부탁드립니다. 감사합니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 유성권 입니다.\이혼전문변호사 유성권 변호사 사시52회입니다. 전세보증금을 받을 당시에 보증금을 반환해줄 의사나 능력이 없었다고 판단되거나, 선순위 보증금등에 대해서 기망행위가 있었다고 판단된다면 사기죄가 성립할 수 있다는 사견입니다."
56,천안 변호사 상담이 필요해요. 전세사기 고소 당했습니다,623,2024.07.30,"안녕하세요. 저는 최근 천안에서 전세사기로 고소 당했습니다. 사정이 있어서 전세금을 줄 수 가 없어서 못줬던 건데 제가 전세사기를 목적으로 안준다는 방향으로 고소를 당했어요... 경찰조사 받을 때 잘 얘기하면 처벌 안받을 수 있나요? 전세사기 관련해서 변호사 상담을 받고 싶습니다. 법률적 조언이나 도움이 절실합니다. 좋은 변호사님 추천해주시거나, 어떤 절차를 밟아야 할지 조언 부탁드립니다. 감사합니다.",안녕하세요. 로톡-네이버 지식iN 상담변호사 양지현 입니다.
57,천안 변호사 상담이 필요해요. 전세사기 고소 당했습니다,623,2024.07.30,"안녕하세요. 저는 최근 천안에서 전세사기로 고소 당했습니다. 사정이 있어서 전세금을 줄 수 가 없어서 못줬던 건데 제가 전세사기를 목적으로 안준다는 방향으로 고소를 당했어요... 경찰조사 받을 때 잘 얘기하면 처벌 안받을 수 있나요? 전세사기 관련해서 변호사 상담을 받고 싶습니다. 법률적 조언이나 도움이 절실합니다. 좋은 변호사님 추천해주시거나, 어떤 절차를 밟아야 할지 조언 부탁드립니다. 감사합니다.",안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 신성민 변호사입니다.
58,천안 변호사 상담이 필요해요. 전세사기 고소 당했습니다,623,2024.07.30,"안녕하세요. 저는 최근 천안에서 전세사기로 고소 당했습니다. 사정이 있어서 전세금을 줄 수 가 없어서 못줬던 건데 제가 전세사기를 목적으로 안준다는 방향으로 고소를 당했어요... 경찰조사 받을 때 잘 얘기하면 처벌 안받을 수 있나요? 전세사기 관련해서 변호사 상담을 받고 싶습니다. 법률적 조언이나 도움이 절실합니다. 좋은 변호사님 추천해주시거나, 어떤 절차를 밟아야 할지 조언 부탁드립니다. 감사합니다.",안녕하세요. 로시컴-네이버 지식iN 상담변호사 임선준 입니다.
59,천안 변호사 상담이 필요해요. 전세사기 고소 당했습니다,623,2024.07.30,"안녕하세요. 저는 최근 천안에서 전세사기로 고소 당했습니다. 사정이 있어서 전세금을 줄 수 가 없어서 못줬던 건데 제가 전세사기를 목적으로 안준다는 방향으로 고소를 당했어요... 경찰조사 받을 때 잘 얘기하면 처벌 안받을 수 있나요? 전세사기 관련해서 변호사 상담을 받고 싶습니다. 법률적 조언이나 도움이 절실합니다. 좋은 변호사님 추천해주시거나, 어떤 절차를 밟아야 할지 조언 부탁드립니다. 감사합니다.","안녕하세요. 법무법인 법승 천안지사 김미강 형사전문 변호사입니다.우선, 전세사기는 매우 심각한 문제이며, 법적인 조치가 필요한 상황입니다.전세사기는 형법 제347조(사기죄)에 해당하는 범죄로, 법적으로 엄격한 처벌 대상이 될 수 있습니다. 그러나 귀하의 경우 전세금을 돌려줄 수 없던 사정과 의도적으로 기망하지 않았음과 더불어 상대방의 재산을 이용하여 금전적 이득을 취하지 않았다는 명확한 법적 인증이 필요할 수 있습니다.또한, 계약서, 거래 내역서, 주고받은 메시지 등 모든 관련 자료를 보관하시기 바랍니다. 이는 향후 법적 조치에서 중요한 증거로 사용될 수 있습니다.이를 위해 변호사의 도움이 필요하며, 변호사의 도움을 받아 귀하의 권리를 보호하고 최선의 해결책을 찾을 수 있습니다.더 궁금한 사항이나 법적 지원이 필요하시면 언제든 연락주시기 바랍니다.법무법인 법승은 전국 주요 도시에 지사를 두고 있는 로펌으로, 각 지사에는 성범죄나 경제 범죄, 교통범죄뿐만 아니라 민사 사건에도 풍부한 노하우를 갖춘 변호인들이 상주해 있어서 맞춤 조력을 받아보실 수 있습니다.법무법인 법승은 많은 성공사례와 경험이 풍부한 변호인이 있으며 서울 본사뿐만 아니라 서초, 인천, 남양주, 수원, 천안, 대전, 광주, 부산, 제주에 위치하고 있어 편하게 방문해보실 수 있습니다. 더 자세한 사례가 궁금하시다면 법무법인 법승에 문의해 보시기 바랍니다. 법무법인 법승 천안지사 주소 : 충남 천안시 동남구 청수14로 102, 615호(청당동, 에이스법조타워)"
60,외대 전세 사기 피해자 가족입니다.,82,2024.09.25,동생이 외국어 대학교 전세를 살고있는데 방을 뺄려고 집주인한테 연락을 계속 했는데 연락자체가 아예 없어서 설마 ... 사기인가?? 생각했는데이번에 뉴스 기사보니 집주인이 전세 사기를 친 기사가 올라와 있더라고여 보증금 1억5천만원이고 5천만원은 저희 돈 1억은 대출입니다.지금 저희 집 형편이 너무 어려운데 악재가 또 끼치니까 정신나갈거 같습니다....'지금 이 상황을 어떻게 해결해야 할까요??또 돈을 돌려받을 수 있는 방법이 있을까요...??? 제발 도와주세여 ㅠㅠㅠㅠㅠ,안녕하세요. 로시컴-네이버 지식iN 상담변호사 임선준 입니다.
61,외대 전세 사기 피해자 가족입니다.,82,2024.09.25,동생이 외국어 대학교 전세를 살고있는데 방을 뺄려고 집주인한테 연락을 계속 했는데 연락자체가 아예 없어서 설마 ... 사기인가?? 생각했는데이번에 뉴스 기사보니 집주인이 전세 사기를 친 기사가 올라와 있더라고여 보증금 1억5천만원이고 5천만원은 저희 돈 1억은 대출입니다.지금 저희 집 형편이 너무 어려운데 악재가 또 끼치니까 정신나갈거 같습니다....'지금 이 상황을 어떻게 해결해야 할까요??또 돈을 돌려받을 수 있는 방법이 있을까요...??? 제발 도와주세여 ㅠㅠㅠㅠㅠ,"안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김병영 변호사입니다.갑작스러운 전세 사기로 인해 가족분들이 얼마나 힘든 시간을 보내고 계실지 짐작이 됩니다.1. 즉각적인 조치집주인 연락 시도: 우선, 집주인과의 모든 연락을 기록해 두세요. 연락이 되지 않더라도, 시도한 내용을 문서로 남기는 것이 중요합니다.전세 계약서 확인: 계약서에 명시된 사항들을 꼼꼼히 검토하세요. 계약서에 적힌 조건과 집주인의 연락처, 주소 등을 확인해 보세요.2. 전세 사기 신고경찰에 신고: 집주인이 사기를 친 것으로 의심된다면, 즉시 경찰에 신고하세요. 전세 사기 사건은 범죄로 간주되므로, 경찰의 조사를 통해 사실 확인이 필요합니다.3. 임대보증금반환보증 가입 여부 확인보증금 반환: 임대보증금반환보증에 가입했다면, 보증기관에 보증금 반환을 청구할 수 있습니다.보증기관: 주택도시보증공사(HUG) 등의 보증기관에 문의하여 절차를 안내받으세요.4. 법적 조치민사소송 고려: 집주인을 상대로 민사소송을 제기하여 보증금 반환을 요구할 수 있습니다. 이 경우 변호사와 상담하여 소송 절차를 진행하는 것이 좋습니다.임차권등기명령: 만약 집주인의 연락이 불가능하고, 사기 가능성이 높다면 법원에 임차권등기명령을 신청할 수 있습니다. 이는 본인의 임차권을 법적으로 보호받기 위한 조치입니다.5. 정부 지원전세 사기 피해 지원: 정부에서는 전세 사기 피해자를 위한 다양한 지원책을 마련하고 있습니다.관련 부처: 주택도시보증공사, 법무부 등 관련 부처에 문의하여 지원 가능 여부를 확인하세요.6. 금육기관에 연락대출 상환 유예: 대출 상환이 어려운 경우, 금융기관에 연락하여 상환 유예나 감면을 요청할 수 있습니다.금융감독원: 금융감독원에 도움을 요청하여 해결 방안을 모색할 수 있습니다.전세 사기를 당한 경우 매우 어려운 상황이지만, 가능한 모든 경로를 통해 법적 절차를 진행하고, 필요한 지원을 요청하는 것이 중요합니다. 변호사와 상담하여 구체적인 조치를 결정하는 것도 큰 도움이 될 것입니다. 마음의 부담을 덜 수 있는 방법을 찾아보시길 바랍니다.법률 관련 문의는 언제든지 전화 주시면 성심성의껏 도와드리겠습니다.“법무법인 아이엠 법률 상담 전화번호 010-2895-1338”"
